group_size,action_orbits,profile_variables_full,strategic_defect,saddle_gap,certificate,direct_invariant_gap,projection_time_seconds
1,48,48,2.220446049250313e-16,2.7200464103316335e-15,4.440892098500626e-16,4.163336342344337e-16,0.03240724500028591
2,24,48,0.04423411283336204,0.01195796970206009,0.08846822566672408,0.0050893704553727215,0.27926292700021804
4,12,48,0.33587742963676437,0.2705310779994844,0.6717548592735287,0.25581643260243,0.15603793199989013
8,6,48,0.7495842425628647,0.7053770156223828,1.4991684851257294,0.693895127635886,0.09129806900000403
