samples_per_entry,true_max_regret_mean,certificate_mean,empirical_coverage
5,0.17073223266172408,2.6156466690775115,1.0
10,0.06761562402436463,1.8689817032727114,1.0
25,0.026351090342907522,1.169655637114427,1.0
50,0.021103366735632234,0.8492072374663333,1.0
100,0.021103366735632234,0.6292028185572136,1.0
250,0.021103366735632244,0.4290463406545423,1.0
500,0.021103366735632248,0.33603966690775117,1.0
1000,0.02110336673563225,0.2673106703272711,1.0
