sigma,strategic_defect_mean,saddle_gap_mean,saddle_gap_std,certificate_mean,direct_invariant_gap_mean,reynolds_ratio_max
0.0,1.1102230246251565e-16,4.163336342344337e-17,0.0,2.220446049250313e-16,4.163336342344337e-17,1.0
0.01,0.038965094670334564,0.013121787918282796,0.004583354895596724,0.07793018934066913,0.006248221319282084,1.2443324950964094
0.03,0.12021535559361687,0.04479055151387511,0.013810699226922556,0.24043071118723375,0.022173223098596713,1.3244136637314414
0.05,0.20375606209394256,0.0668041208900883,0.021864494044989895,0.4075121241878851,0.035662507326747486,1.2490490083203043
0.1,0.40278843985908896,0.13655256424113277,0.053504002352106665,0.8055768797181779,0.06199699386893544,1.2132595811465474
0.2,0.7911561560615176,0.28966121672360257,0.08536530667647764,1.5823123121230351,0.13733189306119215,1.2555550074070898
0.35,1.4234296448082686,0.624845431093626,0.3019582037690332,2.8468592896165372,0.22483921649237248,1.2484259920966432
